Group,Customer_Segment,Sales_Before,Sales_After,Customer_Satisfaction_Before,Customer_Satisfaction_After,Purchase_Made
Control,,117.5341998,149.3680913,53.83214197,58.47701216,No
Treatment,High Value,216.3047209,345.184931,,70.69977719,Yes
Treatment,Medium Value,145.7176007,226.636508,75.22331292,76.07757902,No
Treatment,,224.3302174,355.4054014,93.33372168,100,No
,Low Value,171.7128828,210.9401874,43.9681195,51.08378658,Yes
Treatment,Medium Value,,255.4316307,71.42806521,86.8450874,Yes
Control,High Value,184.481225,219.9327479,88.09493236,100,No
Control,High Value,310.1406095,373.9946327,85.34502856,100,Yes
Control,Medium Value,174.4063437,211.9255399,,59.55476802,Yes
Treatment,High Value,74.11312139,,96.17186259,100,Yes
Treatment,High Value,168.470694,274.4958679,81.52550201,82.96821438,Yes
Treatment,Low Value,116.0843665,185.5199568,45.74247598,44.20052525,
,Low Value,123.9937221,195.853782,,46.63316831,No
Treatment,Low Value,203.8462203,316.8969556,48.88625078,48.76576417,Yes
Control,Low Value,201.712849,,,39.94865292,Yes
Control,Low Value,,160.1402661,62.1890507,,Yes
,Low Value,141.236294,173.5954322,,48.09889219,Yes
Control,,157.4079275,204.5784255,,62.67353126,Yes
,Low Value,237.3810888,389.3175208,50.57374565,40.48882183,Yes
Treatment,High Value,257.0753927,401.5073169,86.37524199,79.05390748,Yes
Control,Medium Value,208.8955155,248.3999941,68.55603396,76.57113115,No
Treatment,,147.566694,224.2565966,100,,Yes
,Low Value,,,63.71887597,64.74955878,No
Control,Low Value,216.6435862,256.3331918,51.00614983,53.36520727,Yes
Control,High Value,306.5799816,362.5608749,94.62796206,100,Yes
Treatment,High Value,108.6762251,168.2621358,94.83149908,100,Yes
Treatment,High Value,326.1265121,508.5803041,94.78654454,96.29765936,Yes
Control,,172.2277232,205.7499914,79.16255063,,Yes
Control,Low Value,174.6000989,203.8461567,58.7136726,53.98728551,Yes
Control,,124.0992017,152.2900972,90.35341058,99.00021917,Yes
Treatment,Low Value,84.79753856,135.7424131,46.93141482,51.48263454,Yes
Control,,73.88690965,101.6820278,90.11975796,92.10778699,No
Control,Low Value,209.082507,247.3042944,42.40569347,39.2500966,Yes
Treatment,Medium Value,,,,,No
Treatment,Low Value,179.7357823,297.4498412,54.93393973,48.51888969,No
Treatment,High Value,272.998361,418.2907152,,85.0675054,No
Treatment,Low Value,151.17593,232.2572317,47.78755637,64.69779385,No
Treatment,,263.3204302,405.4715721,60.08449521,78.77321858,No
Control,Medium Value,142.3878841,177.2452703,70.24902619,82.75315237,
Control,Low Value,147.4525677,182.4684705,49.8979531,60.32128542,No
Treatment,High Value,149.7739683,247.2167262,67.91148821,64.95232971,No
Treatment,Medium Value,223.2812787,353.684792,72.24143421,62.43421734,
Treatment,Medium Value,239.5061858,,70.22742629,76.54929157,Yes
Treatment,Low Value,142.1815347,229.9551459,52.90746493,50.4036148,No
Treatment,,119.0480753,200.4949337,57.741682,52.02712592,Yes
Control,,247.4705833,301.5636844,73.48633397,,No
Control,High Value,203.8462203,243.7668889,85.62222681,88.38043444,No
Control,High Value,172.47386,209.7912353,83.65447287,100,Yes
Control,High Value,140.4473479,181.8166224,70.96887359,,Yes
Treatment,Low Value,175.1460141,283.2064384,42.62293918,,Yes
Control,Medium Value,138.2169242,,100,,
Treatment,Low Value,196.7204494,318.2868906,43.31056431,41.67021548,No
,Medium Value,,242.4885662,,46.87693862,Yes
Treatment,Medium Value,211.8549784,357.7120392,64.5666243,80.58404204,Yes
,Medium Value,130.1286876,158.439813,67.80652781,86.65172976,Yes
Treatment,High Value,276.7125454,437.8659646,73.87799163,,No
,Low Value,136.9965168,165.2163123,46.74866848,53.64975289,Yes
,Low Value,168.5379614,208.2999689,51.38754517,63.56416656,Yes
Treatment,,126.2093617,187.6247268,71.78134362,61.4585063,No
,Low Value,160.2077361,232.9711595,41.07302413,66.84044184,No
Treatment,High Value,,219.8261831,82.12691525,61.27338741,No
Control,Low Value,,193.7184528,,54.01810899,No
Treatment,Medium Value,140.7853845,232.5900393,,35.02504008,Yes
Control,,191.3196229,225.1191766,77.32329682,92.83681348,Yes
Treatment,High Value,222.1373029,337.1726894,74.45834605,67.43131304,Yes
Treatment,Medium Value,111.5026034,172.9620352,87.29268265,81.49715202,Yes
Control,Low Value,165.1079148,197.353873,,,No
Control,Medium Value,199.0997626,243.9346402,78.7481714,81.428735,Yes
Control,Low Value,,217.9103563,43.51004224,,Yes
Control,Low Value,248.7561817,309.9239147,,,
Control,High Value,152.335206,184.0631918,,80.89999062,No
Control,Medium Value,190.4896438,224.1149409,56.38626716,70.128951,
Treatment,High Value,292.7359894,464.6203529,84.7205238,93.90893849,
Treatment,Medium Value,117.0285274,179.6579792,65.48530595,67.97624737,No
Control,Medium Value,67.70890207,79.11193036,69.65404118,69.31765643,Yes
Treatment,High Value,223.7535072,369.2386037,100,100,No
Control,Medium Value,233.6602559,289.7966198,,79.479884,
Treatment,Medium Value,79.9241363,126.0839979,,73.38161388,No
Treatment,Low Value,148.1281708,248.487298,54.60964327,57.52392379,Yes
Control,Medium Value,136.5511257,172.6522464,78.39842572,89.22840924,No
Control,Medium Value,202.0701182,248.5665711,64.03079155,65.43546503,No
,High Value,202.8135377,242.8719752,93.56635446,100,Yes
Treatment,High Value,269.1086206,407.0420038,100,100,Yes
Control,Medium Value,,,56.11809372,63.48047881,No
Treatment,Low Value,177.9460873,278.4043935,,64.46563757,Yes
Control,,192.1698791,227.3310547,44.17425353,41.3172704,Yes
Treatment,,205.361222,326.7526925,,80.50342359,
Treatment,Medium Value,70.29265069,98.21992627,63.09997272,75.05266397,Yes
,Medium Value,,254.4907897,72.1330528,63.83163949,No
Treatment,Low Value,131.1214877,205.6101687,67.17228055,74.3027627,Yes
Treatment,,83.59501069,140.0609934,48.03307674,39.68130774,Yes
Control,Low Value,185.6807081,230.1777582,61.00477194,50.93837865,
Treatment,High Value,244.0629629,375.2229982,75.345366,67.30515555,No
Control,Medium Value,157.1620458,181.630941,62.9740229,75.66105105,No
Control,High Value,244.2198381,292.8353195,100,100,Yes
,Medium Value,228.2563762,,78.29783738,66.61995844,No
Control,High Value,207.5217996,254.043361,,87.35680965,Yes
Treatment,Medium Value,217.7287782,353.7966374,63.26017137,76.23623188,No
Treatment,Low Value,202.2782362,322.729319,70.24902619,62.32682356,Yes
Treatment,Low Value,185.7204235,297.4278303,46.53845159,43.90216658,Yes
,Low Value,58.76286547,69.40558572,49.45984003,,Yes
,,63.54905801,102.2328393,80.86565692,81.0297426,No
Treatment,Low Value,214.2603202,336.9729836,,52.01269423,No
Control,Medium Value,142.7416009,178.8135634,62.89995844,56.6325757,
Control,High Value,172.5599374,216.2615065,63.37706174,83.48274415,Yes
Treatment,Medium Value,265.7679483,,,89.31342415,No
Control,High Value,166.9966505,203.1582014,,97.1151908,Yes
,Medium Value,,212.0995781,69.06868415,74.58673661,Yes
Control,Medium Value,182.2074368,234.2475177,60.89114383,,Yes
Control,High Value,186.0204511,215.5995657,,100,No
Treatment,High Value,279.6232412,433.4558895,91.66082343,100,Yes
Control,Low Value,133.58424,158.7923721,46.63739079,52.04695469,No
Control,Low Value,195.4476089,230.6392659,55.22831705,53.60856947,Yes
Control,Medium Value,184.2586882,219.9745049,,54.58451738,Yes
Control,,227.3537867,278.8841542,67.95980976,81.50227479,No
Control,Medium Value,,155.0604111,,79.12246023,Yes
Control,High Value,70.57202995,90.36458343,93.64635217,100,Yes
,High Value,205.2343279,251.8248749,97.0740447,87.15586014,
Control,Low Value,,150.1949761,66.64130723,62.1011513,Yes
Treatment,Medium Value,260.7586078,390.4190446,,75.645879,No
Control,Low Value,,193.1004711,69.96824433,,No
Treatment,High Value,207.415139,340.6421315,,100,Yes
Control,High Value,188.4333763,,,100,No
Control,High Value,165.8337839,202.4980419,66.27413648,73.84554294,No
Control,,158.7451007,194.3053731,,,No
Control,High Value,252.1698054,316.216973,70.74811344,54.88801659,
Treatment,Medium Value,167.4825097,260.6113419,70.80415493,68.33252871,No
Control,Low Value,,180.3947396,57.45085528,67.46303138,No
Control,High Value,239.837338,279.795107,,80.05981763,No
Treatment,Low Value,74.18228725,123.4705242,45.80548395,62.19503577,Yes
Treatment,Low Value,218.8722326,342.2601785,43.74634322,,Yes
,High Value,148.2383648,180.0137784,100,100,No
Treatment,High Value,240.1663145,386.035271,,94.94254573,No
,Low Value,,254.1683487,,73.92144865,Yes
Treatment,Low Value,72.89394834,121.7018633,39.4841182,39.32568999,Yes
Control,High Value,,248.5823165,,81.7810409,
,Medium Value,245.7152539,296.4195763,61.22883432,72.6007849,Yes
Control,Low Value,155.571558,194.7194186,47.08926691,58.12125163,No
Treatment,Low Value,,247.5518212,,65.30595642,Yes
Control,Medium Value,203.8462203,243.7668889,52.40366193,69.49050647,Yes
Treatment,High Value,257.3347976,401.4403117,98.4967876,100,No
,High Value,173.553536,216.3730003,61.52115404,70.66785876,Yes
Control,Medium Value,262.6141217,316.7418071,,74.37371563,Yes
,High Value,261.4767717,416.2564571,75.60804442,93.05929102,Yes
,,271.0781822,331.8420001,98.14242433,100,Yes
Treatment,Low Value,169.3783061,265.7978267,62.89024833,69.77881523,Yes
Treatment,Low Value,141.2764714,221.7497374,57.28343655,52.28741417,Yes
Control,Low Value,187.2743457,226.967031,55.44543092,62.75887991,Yes
,Medium Value,262.1534011,414.4581556,63.87304406,88.2293016,Yes
Control,High Value,308.4809112,378.2204361,100,100,No
Control,High Value,95.2703091,120.0977874,73.06119748,63.07627447,Yes
Treatment,Low Value,280.4286907,420.3804688,,64.00331615,Yes
Control,Low Value,175.3736888,218.58787,60.65634718,61.76683674,
,Medium Value,215.9830364,345.0841305,79.20400088,84.20565969,No
Control,High Value,157.9932766,201.7187181,91.9988484,95.74467848,No
,Medium Value,131.3903437,,74.01989326,71.92807006,Yes
Control,High Value,116.8710029,141.5703833,95.75495366,93.0509335,Yes
,,263.8333948,313.2407332,64.7792793,69.46950274,Yes
Control,Low Value,135.1487337,175.5780679,62.77095175,70.98261958,No
Treatment,Medium Value,,289.1254962,87.43337207,92.43031853,Yes
Treatment,Medium Value,,,51.22556153,,
Treatment,,124.4025722,192.8044218,47.65541234,52.67771795,Yes
Treatment,High Value,183.4333199,,72.35294076,85.19738935,Yes
Treatment,High Value,,320.0093139,76.31979172,79.98210883,No
Treatment,,221.9793881,356.9169447,,59.03012152,Yes
Control,Medium Value,119.873265,132.8896898,73.18827048,82.6917879,No
Control,Medium Value,154.1616752,184.3471821,,70.33001667,No
Treatment,Medium Value,203.1913433,343.2952667,74.55284916,67.35428741,
Treatment,High Value,206.0303929,323.7343389,75.4988707,100,No
,Medium Value,179.3255406,219.2348934,66.37110616,67.05997148,No
Control,High Value,149.400263,183.3028162,93.16177584,75.7415229,Yes
Control,,225.3462915,284.8133086,,,
Treatment,Low Value,230.2936535,361.4066904,41.80004429,57.5314067,No
Treatment,Low Value,,340.0649189,68.87738928,76,Yes
Treatment,High Value,187.0744087,,,100,Yes
Control,High Value,53.76418067,61.50400838,,100,No
Control,Low Value,179.9101556,211.0903284,70.24902619,71.76467184,Yes
,Low Value,164.174333,271.5415744,54.26690933,73.92144865,No
Treatment,Medium Value,124.8080889,205.6017008,52.89080362,69.81312119,Yes
Control,Low Value,128.7922838,155.9766615,53.80624533,51.41897201,No
Control,High Value,139.8372766,179.8082939,,69.93873967,Yes
Control,Low Value,264.9192628,326.7338768,,28.04815866,Yes
Control,High Value,145.8022636,174.5678566,87.13745725,100,No
,High Value,,327.526595,98.31513115,100,No
Control,Medium Value,,362.2875048,57.79110896,64.11014733,No
Control,Medium Value,172.7580345,207.061234,,56.49689708,No
Control,Medium Value,,157.1869187,60.25809104,,No
Treatment,,110.7851815,183.9372373,,,Yes
Treatment,Low Value,176.7388568,273.4909049,47.88598937,46.25631398,No
Control,,279.9759308,344.8571581,74.01587975,85.95271354,No
,Low Value,124.4457131,142.5310048,52.00065537,76,Yes
Control,Medium Value,79.39566056,100.4615225,63.21177571,71.4224856,Yes
Treatment,Medium Value,266.8044422,415.3318132,69.62108405,,No
Treatment,High Value,334.7010747,541.4698237,94.82220721,100,No
,,192.3157689,292.9360293,57.3147877,66.04983722,No
,High Value,214.6298566,260.1666289,68.91415665,64.90932041,No
Treatment,,187.4350054,290.7553589,71.66548814,92.79360433,No
Control,Low Value,,235.4472808,64.79286116,,No
Control,Medium Value,215.3858973,255.326727,,74.76773808,No
Control,High Value,213.7017544,261.8375901,99.53294744,,No
Treatment,Low Value,126.1354619,202.904515,63.90624456,66.29116078,Yes
Control,High Value,,246.3071248,87.35202827,100,Yes
Treatment,Medium Value,180.5860799,291.6915247,68.49736257,85.22912929,No
Treatment,Medium Value,,211.456886,71.10736483,79.01043666,No
Control,Medium Value,191.4788482,233.8061643,79.04048001,60.41127001,Yes
Control,Low Value,143.4378875,185.3242405,70.24902619,51.83111574,Yes
Treatment,High Value,204.7719555,317.4090428,72.89315412,83.35513207,No
Control,High Value,225.8593835,273.2538043,90.91556115,92.8913356,No
Treatment,Medium Value,211.0322004,327.9309454,77.06987522,87.52421787,Yes
Control,High Value,173.193044,207.5460919,88.5935148,100,Yes
Treatment,Low Value,193.6096041,308.7732219,,69.03981343,Yes
Treatment,,220.7606309,362.2722957,65.80109561,55.93851582,Yes
,Medium Value,232.9933093,368.2076923,65.9923851,65.90131666,Yes
Treatment,Medium Value,196.4946866,321.0654134,83.1459223,81.79922043,Yes
,Low Value,,232.7191797,36.96889877,37.02463185,Yes
Control,Medium Value,,205.2977567,69.40083279,,No
,Medium Value,309.6567325,501.3514076,,66.72305537,No
Treatment,Medium Value,,,68.50007518,80.61998344,Yes
Control,Medium Value,236.3268785,291.9352864,69.90718835,68.69385566,No
Control,High Value,154.595455,194.0318648,91.95467225,93.31227297,Yes
Control,,200.447236,239.7494203,,73.06042375,No
Control,,175.5855544,206.0382222,62.09599192,,No
Control,Medium Value,214.9723649,265.9165137,68.34484557,70.19099475,No
Control,Medium Value,138.3427379,165.0607233,58.91394888,55.67096508,Yes
Treatment,High Value,213.6131345,332.5701078,98.02234268,100,Yes
Control,Medium Value,156.2449863,182.2411251,71.88798714,60.2425472,Yes
Control,High Value,238.0359545,286.0272673,,66.50651717,No
Treatment,Low Value,125.1661155,207.5921231,57.45263115,,No
Control,,217.1033703,271.2414826,79.70556675,84.86164414,No
Control,Medium Value,183.9723086,216.5507116,77.67626496,93.41803638,No
Control,,,289.1257958,41.25489582,34.08445878,No
Control,,,276.8327996,66.10380434,76.65989073,
Control,High Value,266.6757624,326.74304,90.32827619,100,Yes
Treatment,Low Value,130.9635521,210.1872984,44.3824554,,No
Control,Low Value,147.6096804,182.1305325,55.57974811,55.9519613,
Treatment,High Value,201.141689,315.4417778,96.86467669,99.95934558,Yes
,,261.6044261,419.4220897,82.91348307,,Yes
Control,Low Value,181.3056916,219.4573283,,70.42173942,No
Treatment,Low Value,135.9960757,223.572433,45.86350192,,
Control,High Value,158.1885115,186.7070966,100,100,
Treatment,Medium Value,,387.7671081,68.26610224,75.72056875,Yes
Treatment,Low Value,176.0153821,282.2400348,,63.67545137,Yes
Control,High Value,196.7449969,244.8256401,81.87964527,100,Yes
Control,Medium Value,179.5225934,217.3229933,60.60705197,64.44334752,
Control,Low Value,207.7353792,262.4705895,59.78423097,51.71140585,Yes
,Low Value,113.896148,136.2292865,32.74855355,35.03967656,No
Control,,200.1561345,259.8646452,62.91986846,64.34626041,No
Treatment,Medium Value,184.0924799,295.8089473,71.18318855,,No
,Low Value,104.0173846,175.0478989,49.64028884,51.15135188,Yes
Treatment,Medium Value,171.6274407,284.4071529,77.72521598,91.51503214,No
Treatment,Medium Value,287.3954277,459.6162132,63.22255068,74.87490886,Yes
Treatment,Low Value,130.6331602,221.8151456,39.28263212,40.0590491,No
Treatment,Medium Value,183.5046014,298.8885845,65.19931597,68.54475535,Yes
Treatment,Low Value,72.22482946,122.5004323,48.8747741,50.12081276,Yes
Control,Medium Value,167.2381508,207.4744205,55.97165853,57.97732184,No
Control,Low Value,117.1033693,146.1520621,,69.61080608,No
Treatment,High Value,182.8791872,300.695241,90.33226941,100,Yes
Treatment,Low Value,183.3446332,284.5759306,44.88136377,53.89710367,No
,Low Value,107.3257925,131.4677042,,38.14342223,Yes
Control,Low Value,,215.6096151,53.86767352,50.82550409,No
Control,Medium Value,135.6029996,162.176751,58.53321446,79.18916121,
Control,High Value,,159.2425319,73.6355189,82.36204509,No
Treatment,Medium Value,234.735186,369.5809069,66.65019747,60.38275821,Yes
Control,Medium Value,136.3667621,159.7075802,66.69440849,,No
Treatment,Low Value,,223.9553917,56.43276085,,Yes
Treatment,Medium Value,,242.1796253,78.47218893,70.62165861,Yes
Treatment,Low Value,175.0651459,270.1912859,,47.29937483,Yes
Control,High Value,200.3822505,238.2696901,92.1358799,73.92144865,No
Control,,160.634987,199.8571843,68.19066764,69.30113525,No
Treatment,Medium Value,148.9062222,226.8729166,78.84978062,92.17096884,Yes
,Medium Value,167.0563627,270.2140258,60.65746698,67.91104528,No
Treatment,Low Value,181.0058811,272.1608276,56.06177605,49.49694565,No
Control,Low Value,162.7877675,201.4905878,45.11547372,62.83857994,No
Treatment,Medium Value,220.7011736,348.6380745,59.71446086,51.68518645,Yes
Control,Medium Value,219.9666979,277.902486,63.18837506,60.21883298,Yes
Treatment,High Value,,395.5228832,,,Yes
Treatment,High Value,263.6380127,411.2056568,,,No
Treatment,High Value,203.3867521,327.4284781,74.81014326,75.18153767,No
,High Value,260.4923678,316.575368,80.08891201,76.23996521,No
Control,,215.2372834,259.2256007,73.61931088,94.00064852,No
Treatment,Low Value,225.343247,343.4247041,58.0958724,60.50922104,Yes
Control,,,125.1815129,88.90513088,100,No
Treatment,High Value,169.6308267,290.1010571,93.00241873,100,No
Control,Medium Value,200.0483079,239.4552992,69.380677,,Yes
Control,Low Value,186.8077771,228.1169131,,60.70680026,No
Control,High Value,195.2631411,241.004149,90.69076596,82.00985754,No
Treatment,High Value,106.354015,168.0159115,96.59828099,,No
Control,High Value,203.8462203,243.7668889,71.06177384,,Yes
Control,Medium Value,220.4367825,262.0929327,62.31641324,81.55727031,No
Treatment,Medium Value,158.294,240.9818647,57.11785201,43.874762,
Treatment,Medium Value,187.4127272,309.4604353,74.88036309,83.44701869,No
Treatment,,293.1326337,461.8252174,,,Yes
Treatment,Medium Value,160.8064778,260.3424201,75.16833814,78.98895043,Yes
Control,,301.4806497,369.058225,83.9372863,23.37068762,Yes
Control,,173.3272201,,,46.46560667,
,High Value,211.134222,248.875793,54.69143978,67.0536629,No
Control,Medium Value,180.1281231,216.2993918,87.69393628,83.58814696,Yes
Control,Low Value,176.8294996,216.961482,,32.85201499,No
Treatment,High Value,,203.472236,73.40115886,,Yes
Control,Low Value,149.6956676,180.59135,49.75957169,46.63686877,Yes
,Low Value,103.7096965,116.8945958,,73.92144865,Yes
Control,,167.7373284,204.6104093,,64.83394279,No
Treatment,,239.4267377,379.7961423,84.93412641,93.88778506,Yes
Treatment,Medium Value,171.2982289,272.3105465,69.95465981,80.96676346,Yes
Control,High Value,150.4173306,,79.57595781,,Yes
Treatment,Medium Value,149.2382904,,,73.92144865,No
Treatment,High Value,301.0101349,465.6277052,100,100,No
Treatment,High Value,,428.8296847,61.06156997,63.91971574,Yes
Treatment,,170.1969512,264.8889462,95.69954486,99.9344717,Yes
Treatment,,,253.0430175,72.97255942,87.74809566,No
Treatment,,199.5774713,332.8141919,75.90961129,73.92144865,Yes
Treatment,Low Value,214.1325364,345.1537953,43.18810531,52.88574407,
Control,High Value,105.4559611,131.5475657,,71.34804089,No
Control,Low Value,136.0245667,165.0231943,56.57079344,64.52684401,Yes
,,,310.5125439,52.8267799,68.44252248,No
,Medium Value,194.1609317,237.3422196,72.33377738,71.10800914,Yes
Control,,170.1545521,207.4235034,72.29033947,82.38635378,No
Treatment,,,284.1530511,69.33056949,82.46652311,Yes
Control,,,,87.59245886,,Yes
Treatment,Low Value,144.8561796,216.622799,62.10489624,69.62131516,
Treatment,Medium Value,127.5154204,195.9483282,58.65293464,64.41197278,Yes
Treatment,Low Value,157.4703206,,,65.49993043,No
Control,,174.8942854,219.1307732,53.23310482,59.45454472,Yes
Control,,75.68453493,98.72497609,84.71841154,100,No
Control,High Value,224.6109003,270.4802071,87.86933191,82.22189375,No
Control,Low Value,,235.2632633,51.71472659,53.44204821,Yes
Treatment,Low Value,148.7817378,228.1336662,37.82015662,41.05504767,Yes
Treatment,High Value,183.0134482,295.0234319,100,100,Yes
Control,High Value,147.1855146,183.7152767,91.44506932,87.00417455,Yes
Treatment,Low Value,155.7753205,242.9630408,49.84076683,46.75433507,Yes
Treatment,High Value,164.9952321,259.4825972,73.29422448,90.07003372,Yes
Control,High Value,273.7199537,345.811587,79.47064129,,Yes
Treatment,Low Value,,263.2140549,57.77084354,65.9479001,Yes
Control,Low Value,,78.78064016,42.7558774,,
Treatment,Medium Value,204.7371536,,60.37654224,,No
,,239.9010112,285.0747453,51.75033843,61.70033167,No
Treatment,High Value,,368.1108391,65.74619721,,Yes
Treatment,Low Value,203.8462203,316.8969556,,40.33684432,No
Control,Low Value,197.8930685,244.4451312,48.08991927,,No
,Low Value,,263.1906055,32.92331134,37.19848454,Yes
Control,,216.4777143,251.8763896,67.25307781,,No
,Medium Value,225.257503,277.2831767,55.2307433,49.84658404,No
Treatment,High Value,212.5637887,345.20866,100,92.88531117,No
Treatment,Medium Value,96.83612682,154.2625856,,62.14787698,Yes
Control,Low Value,101.3976537,129.8288807,56.90105745,,Yes
Treatment,Medium Value,139.340003,243.0929437,70.22285912,79.70966363,Yes
,Low Value,50.90156616,65.47562053,44.86993638,43.36825902,Yes
Control,Medium Value,,192.5869022,71.80205974,69.84881168,No
Treatment,Medium Value,256.8448068,414.8908017,84.67441404,88.69911216,No
Treatment,Medium Value,120.0361217,201.2494276,,66.62747308,No
Control,Low Value,,240.6730096,49.37949506,44.7827676,No
Control,Medium Value,211.3597402,254.2041717,71.95907019,83.07497147,Yes
Control,Low Value,173.0941221,217.3933125,56.10021186,,No
Treatment,Low Value,214.73951,336.4986515,70.24902619,48.87704328,No
Treatment,High Value,193.3116034,306.7625797,47.77202242,50.81054947,Yes
Treatment,Medium Value,,400.9134939,59.68350675,68.37475045,No
Treatment,High Value,183.4495757,290.2216361,67.17559971,74.74620367,No
Control,High Value,,256.1054229,85.57134336,84.36857713,Yes
Control,Low Value,155.4345105,185.533216,,64.49118894,
Control,Medium Value,125.5821869,158.1204384,70.73561837,74.5841082,Yes
,Low Value,102.4015345,124.2167176,47.59369621,61.94330919,Yes
,Low Value,187.8632717,237.4736534,53.69087708,58.13394409,Yes
Control,Medium Value,248.2494045,302.5919948,68.93570616,63.34211953,No
Treatment,Low Value,,278.4561839,55.43705531,48.0653534,No
Treatment,Medium Value,,355.1994145,72.21908713,88.8185118,Yes
,Medium Value,109.2028328,141.8916946,81.93980871,84.08983695,Yes
Control,,173.8891995,209.7680209,49.3842746,55.53635608,Yes
Treatment,,69.59001054,104.7063486,37.85145311,49.0248759,Yes
Treatment,High Value,129.0666419,,68.44889888,63.63603363,Yes
Treatment,Low Value,217.6162355,337.1514644,51.72152361,50.49184729,Yes
Treatment,Medium Value,174.1452655,,,69.24322662,Yes
Control,High Value,206.3348107,244.0432434,92.90737582,,No
,Medium Value,204.4282927,248.5765016,77.31883585,74.81874364,No
Control,High Value,247.3398956,306.2217658,87.31761848,89.32896741,No
Control,Low Value,,181.6946743,,51.46885298,No
Control,,,217.6025201,57.80302079,63.80320033,Yes
Treatment,Low Value,155.162392,254.0487817,55.08866132,,No
Control,Medium Value,105.8881944,121.546646,73.43940508,61.23083443,Yes
Treatment,High Value,,289.7507632,,,No
Control,,203.8462203,,97.77434635,,No
Control,High Value,172.7245832,,63.59551386,62.6027911,No
Control,Low Value,,,52.45147034,,Yes
Control,Medium Value,220.3530579,260.3160203,,,Yes
Control,Low Value,,211.8341699,57.15394609,66.51888419,No
,Medium Value,,304.2179827,,,Yes
Treatment,Low Value,83.51745431,115.2686295,57.6501866,59.07681372,Yes
Treatment,Medium Value,,313.1282191,77.0540018,,No
Control,Medium Value,124.061037,147.2888881,70.37107332,,Yes
Control,High Value,190.9310716,222.3652082,89.86875596,100,Yes
Treatment,Low Value,114.1989801,180.0762387,70.24902619,58.27092223,Yes
Control,,240.167216,283.6334278,86.20176049,88.62621789,Yes
Control,,,349.6530557,100,100,No
Treatment,Low Value,,261.1634234,,55.23267558,Yes
Control,Medium Value,,225.7249304,63.68304743,74.24268718,No
Treatment,High Value,,391.8985776,77.31042259,75.54435959,Yes
Control,Low Value,183.2514817,224.1250238,56.0000887,69.04352863,No
Treatment,Medium Value,171.4045334,277.5399675,70.35697238,,No
Control,High Value,216.2980214,258.2288053,78.59967019,,Yes
Control,High Value,313.2589716,373.7458759,79.83796466,79.68999241,No
,High Value,166.2185366,270.5805988,,100,No
Control,Medium Value,148.3109505,180.5533429,,89.37167877,Yes
Control,High Value,235.4718563,,100,100,Yes
Treatment,Medium Value,287.0297236,443.6149957,59.45040747,72.02320518,No
Control,,203.3162008,241.4593748,76.77542242,,No
Treatment,Low Value,82.81128524,134.2995893,45.21091867,53.76911728,No
Control,,226.8063222,273.6092842,69.87867983,,
Control,Low Value,142.1450938,174.6690213,45.46557949,,No
Control,Low Value,184.1950176,229.8170514,48.01131882,63.59294053,No
,,95.18887409,118.6342568,,,No
Treatment,Medium Value,107.3265165,167.4276066,45.70772337,47.75615183,No
,Low Value,153.4586842,192.7402015,,61.8160778,Yes
Treatment,High Value,286.8828043,452.9461325,85.04933427,90.84836237,Yes
Control,Medium Value,118.2057014,153.8783616,59.5536922,69.01605358,No
Control,Low Value,153.429487,183.7755699,59.71442629,66.32092226,
Control,,115.1501177,141.4602127,64.91575854,80.55479709,No
Control,Medium Value,196.0682232,237.1784979,71.71208916,,No
,Medium Value,194.0533425,308.7456878,64.405624,61.77103974,No
Treatment,High Value,127.487777,206.6147015,,,Yes
Treatment,Low Value,221.9983506,350.9291229,33.89719533,,Yes
Treatment,Medium Value,,138.6678426,69.92563399,80.16523746,Yes
Control,Medium Value,256.6372027,314.4612337,82.70814904,88.85997545,No
Treatment,,,414.6203701,,,Yes
Treatment,Low Value,170.0182659,288.5966908,57.36051238,57.37078287,No
Control,Medium Value,224.1363815,268.6370321,72.98299105,96.89472095,Yes
,,176.5974247,212.6696359,53.43115447,52.6448401,
Control,,101.3234869,117.3006589,90.83919364,,Yes
Control,Low Value,,227.9680854,,,No
Treatment,High Value,117.7902189,185.5967207,84.70793182,100,No
Treatment,Low Value,159.4843235,255.2788757,60.9480493,63.71079703,Yes
Control,,108.810463,,60.40510897,54.45266606,Yes
Control,Low Value,205.9399562,251.3922859,,58.44117209,Yes
Control,,225.68436,263.287484,100,,No
Treatment,High Value,,391.7191685,76.75320718,65.68159773,No
Treatment,High Value,,347.9683414,79.40385769,51.96485029,No
Control,,304.6959003,374.7418505,78.7802043,,Yes
Control,,,,65.14414762,,Yes
Treatment,Medium Value,265.6229052,423.9849568,63.08785561,59.00710305,Yes
Control,Medium Value,131.4000674,162.8850037,66.05416114,72.13514894,No
Control,,227.1511368,283.8511633,74.17848472,76,No
Treatment,Medium Value,64.03958727,111.8448053,58.1527283,67.18681232,
,Low Value,141.0502463,166.9242661,57.59466712,62.56237452,Yes
Treatment,High Value,188.7618039,310.3806126,74.3342209,100,Yes
Control,Low Value,179.8369121,218.9543004,64.97908066,76,Yes
Control,Low Value,140.075139,178.953921,58.17407389,56.00478069,
Treatment,,218.0378727,332.8477027,55.01731667,66.06553186,No
Treatment,,241.5355144,387.1292649,85.08442216,99.38877457,No
Control,,176.302133,,69.16606305,61.67196872,Yes
Treatment,,136.9253555,219.5606255,80.93310824,79.736176,No
